,Target Search,Compound Score,Positive Score,Negative Score,Neutral Score,Tweet Ago,Tweet Time
251,@CNN,-0.3578,0.065,0.12,0.815,57,2018-09-28 22:49:35+00:00
252,@CNN,-0.34,0.0,0.324,0.676,58,2018-09-28 22:49:34+00:00
253,@CNN,0.4588,0.188,0.0,0.812,59,2018-09-28 22:49:32+00:00
254,@CNN,0.0,0.0,0.0,1.0,60,2018-09-28 22:49:32+00:00
255,@CNN,0.25,0.099,0.062,0.839,61,2018-09-28 22:49:31+00:00
256,@CNN,0.6369,0.184,0.0,0.816,62,2018-09-28 22:49:31+00:00
257,@CNN,0.4939,0.176,0.0,0.824,63,2018-09-28 22:49:30+00:00
258,@CNN,0.0,0.0,0.0,1.0,64,2018-09-28 22:49:28+00:00
259,@CNN,0.25,0.099,0.062,0.839,65,2018-09-28 22:49:28+00:00
260,@CNN,0.2263,0.176,0.128,0.695,66,2018-09-28 22:49:28+00:00
261,@CNN,-0.296,0.0,0.095,0.905,67,2018-09-28 22:49:27+00:00
262,@CNN,0.6144,0.216,0.064,0.719,68,2018-09-28 22:49:26+00:00
263,@CNN,0.25,0.099,0.062,0.839,69,2018-09-28 22:49:24+00:00
264,@CNN,0.25,0.099,0.062,0.839,70,2018-09-28 22:49:19+00:00
265,@CNN,0.25,0.099,0.062,0.839,71,2018-09-28 22:49:19+00:00
266,@CNN,0.0,0.0,0.0,1.0,72,2018-09-28 22:49:18+00:00
267,@CNN,0.25,0.099,0.062,0.839,73,2018-09-28 22:49:16+00:00
268,@CNN,-0.7712,0.0,0.268,0.732,74,2018-09-28 22:49:16+00:00
269,@CNN,-0.3578,0.065,0.12,0.815,75,2018-09-28 22:49:14+00:00
270,@CNN,-0.7096,0.0,0.237,0.763,76,2018-09-28 22:49:12+00:00
271,@CNN,0.0,0.0,0.0,1.0,77,2018-09-28 22:49:12+00:00
272,@CNN,0.0,0.0,0.0,1.0,78,2018-09-28 22:49:12+00:00
273,@CNN,-0.5423,0.0,0.636,0.364,79,2018-09-28 22:49:12+00:00
274,@CNN,0.0,0.0,0.0,1.0,80,2018-09-28 22:49:12+00:00
275,@CNN,0.0,0.0,0.0,1.0,81,2018-09-28 22:49:11+00:00
276,@CNN,0.0,0.0,0.0,1.0,82,2018-09-28 22:49:10+00:00
277,@CNN,0.7531,0.347,0.0,0.653,83,2018-09-28 22:49:09+00:00
278,@CNN,0.0,0.0,0.0,1.0,84,2018-09-28 22:49:08+00:00
279,@CNN,0.296,0.239,0.0,0.761,85,2018-09-28 22:49:07+00:00
280,@CNN,0.0,0.0,0.0,1.0,86,2018-09-28 22:49:07+00:00
281,@CNN,0.25,0.099,0.062,0.839,87,2018-09-28 22:49:05+00:00
282,@CNN,0.0,0.0,0.0,1.0,88,2018-09-28 22:49:04+00:00
283,@CNN,0.0,0.0,0.0,1.0,89,2018-09-28 22:49:04+00:00
284,@CNN,-0.7712,0.0,0.268,0.732,90,2018-09-28 22:49:04+00:00
285,@CNN,0.0,0.0,0.0,1.0,91,2018-09-28 22:49:02+00:00
286,@CNN,0.0,0.0,0.0,1.0,92,2018-09-28 22:49:02+00:00
287,@CNN,0.0,0.0,0.0,1.0,93,2018-09-28 22:49:02+00:00
288,@CNN,-0.1027,0.14,0.163,0.698,94,2018-09-28 22:49:02+00:00
289,@CNN,-0.6705,0.0,0.268,0.732,95,2018-09-28 22:49:01+00:00
290,@CNN,0.0,0.0,0.0,1.0,96,2018-09-28 22:49:00+00:00
291,@CNN,-0.2225,0.0,0.119,0.881,97,2018-09-28 22:49:00+00:00
292,@CNN,-0.5106,0.0,0.155,0.845,98,2018-09-28 22:48:58+00:00
293,@CNN,0.296,0.161,0.092,0.747,99,2018-09-28 22:48:57+00:00
294,@CNN,-0.4404,0.0,0.225,0.775,100,2018-09-28 22:48:56+00:00
295,@FoxNews,0.0,0.0,0.0,1.0,1,2018-09-28 22:48:56+00:00
296,@FoxNews,0.296,0.24,0.135,0.625,2,2018-09-28 22:48:56+00:00
297,@FoxNews,-0.4926,0.0,0.262,0.738,3,2018-09-28 22:48:55+00:00
298,@FoxNews,0.5304,0.208,0.0,0.792,4,2018-09-28 22:48:55+00:00
299,@FoxNews,0.0,0.0,0.0,1.0,5,2018-09-28 22:48:55+00:00
300,@FoxNews,0.2235,0.095,0.0,0.905,6,2018-09-28 22:48:55+00:00
301,@FoxNews,0.3787,0.202,0.109,0.689,7,2018-09-28 22:48:55+00:00
302,@FoxNews,0.2023,0.091,0.0,0.909,8,2018-09-28 22:48:54+00:00
303,@FoxNews,0.6052,0.319,0.098,0.583,9,2018-09-28 22:48:54+00:00
304,@FoxNews,-0.7351,0.0,0.36,0.64,10,2018-09-28 22:48:54+00:00
305,@FoxNews,0.6808,0.228,0.0,0.772,11,2018-09-28 22:48:54+00:00
306,@FoxNews,0.42,0.149,0.0,0.851,12,2018-09-28 22:48:54+00:00
307,@FoxNews,0.0,0.0,0.0,1.0,13,2018-09-28 22:48:53+00:00
308,@FoxNews,-0.5267,0.0,0.207,0.793,14,2018-09-28 22:48:53+00:00
309,@FoxNews,0.0,0.0,0.0,1.0,15,2018-09-28 22:48:53+00:00
310,@FoxNews,-0.4767,0.0,0.129,0.871,16,2018-09-28 22:48:52+00:00
311,@FoxNews,-0.3595,0.0,0.122,0.878,17,2018-09-28 22:48:51+00:00
312,@FoxNews,0.0,0.0,0.0,1.0,18,2018-09-28 22:48:51+00:00
313,@FoxNews,0.0,0.0,0.0,1.0,19,2018-09-28 22:48:51+00:00
314,@FoxNews,0.0,0.0,0.0,1.0,20,2018-09-28 22:48:50+00:00
315,@FoxNews,0.4019,0.114,0.0,0.886,21,2018-09-28 22:48:50+00:00
316,@FoxNews,0.6369,0.321,0.0,0.679,22,2018-09-28 22:48:50+00:00
317,@FoxNews,-0.7034,0.0,0.217,0.783,23,2018-09-28 22:48:50+00:00
318,@FoxNews,0.0,0.0,0.0,1.0,24,2018-09-28 22:48:50+00:00
319,@FoxNews,0.0,0.0,0.0,1.0,25,2018-09-28 22:48:49+00:00
320,@FoxNews,-0.516,0.0,0.172,0.828,26,2018-09-28 22:48:49+00:00
321,@FoxNews,0.296,0.145,0.0,0.855,27,2018-09-28 22:48:48+00:00
322,@FoxNews,0.4019,0.114,0.0,0.886,28,2018-09-28 22:48:48+00:00
323,@FoxNews,0.0,0.0,0.0,1.0,29,2018-09-28 22:48:48+00:00
324,@FoxNews,0.0,0.0,0.0,1.0,30,2018-09-28 22:48:48+00:00
325,@FoxNews,0.0,0.0,0.0,1.0,31,2018-09-28 22:48:48+00:00
326,@FoxNews,-0.6124,0.0,0.571,0.429,32,2018-09-28 22:48:48+00:00
327,@FoxNews,0.6808,0.228,0.0,0.772,33,2018-09-28 22:48:47+00:00
328,@FoxNews,-0.296,0.0,0.115,0.885,34,2018-09-28 22:48:47+00:00
329,@FoxNews,-0.7003,0.0,0.244,0.756,35,2018-09-28 22:48:46+00:00
330,@FoxNews,0.0,0.0,0.0,1.0,36,2018-09-28 22:48:46+00:00
331,@FoxNews,-0.6468,0.0,0.682,0.318,37,2018-09-28 22:48:46+00:00
332,@FoxNews,0.0,0.0,0.0,1.0,38,2018-09-28 22:48:46+00:00
333,@FoxNews,0.3818,0.106,0.0,0.894,39,2018-09-28 22:48:46+00:00
334,@FoxNews,-0.1531,0.0,0.082,0.918,40,2018-09-28 22:48:45+00:00
335,@FoxNews,0.0,0.0,0.0,1.0,41,2018-09-28 22:48:45+00:00
336,@FoxNews,0.2235,0.274,0.0,0.726,42,2018-09-28 22:48:45+00:00
337,@FoxNews,0.3612,0.111,0.0,0.889,43,2018-09-28 22:48:45+00:00
338,@FoxNews,-0.1366,0.088,0.117,0.795,44,2018-09-28 22:48:45+00:00
339,@FoxNews,0.4927,0.315,0.24,0.445,45,2018-09-28 22:48:45+00:00
340,@FoxNews,0.6908,0.388,0.0,0.612,46,2018-09-28 22:48:45+00:00
341,@FoxNews,0.6808,0.228,0.0,0.772,47,2018-09-28 22:48:45+00:00
342,@FoxNews,-0.8074,0.0,0.289,0.711,48,2018-09-28 22:48:44+00:00
343,@FoxNews,0.5413,0.132,0.0,0.868,49,2018-09-28 22:48:44+00:00
344,@FoxNews,0.6808,0.228,0.0,0.772,50,2018-09-28 22:48:43+00:00
345,@FoxNews,0.0,0.0,0.0,1.0,51,2018-09-28 22:48:43+00:00
346,@FoxNews,0.0,0.0,0.0,1.0,52,2018-09-28 22:48:42+00:00
347,@FoxNews,0.0,0.0,0.0,1.0,53,2018-09-28 22:48:42+00:00
348,@FoxNews,-0.3182,0.0,0.119,0.881,54,2018-09-28 22:48:41+00:00
349,@FoxNews,-0.4939,0.0,0.176,0.824,55,2018-09-28 22:48:40+00:00
350,@FoxNews,0.0,0.0,0.0,1.0,56,2018-09-28 22:48:40+00:00
351,@FoxNews,0.0,0.0,0.0,1.0,57,2018-09-28 22:48:39+00:00
352,@FoxNews,0.0,0.0,0.0,1.0,58,2018-09-28 22:48:39+00:00
353,@FoxNews,-0.5255,0.0,0.134,0.866,59,2018-09-28 22:48:39+00:00
354,@FoxNews,0.2263,0.093,0.057,0.85,60,2018-09-28 22:48:39+00:00
355,@FoxNews,-0.296,0.0,0.104,0.896,61,2018-09-28 22:48:38+00:00
356,@FoxNews,0.0,0.0,0.0,1.0,62,2018-09-28 22:48:38+00:00
357,@FoxNews,-0.6808,0.0,0.434,0.566,63,2018-09-28 22:48:38+00:00
358,@FoxNews,-0.5859,0.0,0.432,0.568,64,2018-09-28 22:48:38+00:00
359,@FoxNews,0.0,0.0,0.0,1.0,65,2018-09-28 22:48:38+00:00
360,@FoxNews,0.0,0.0,0.0,1.0,66,2018-09-28 22:48:37+00:00
361,@FoxNews,0.5803,0.241,0.0,0.759,67,2018-09-28 22:48:37+00:00
362,@FoxNews,-0.3252,0.0,0.109,0.891,68,2018-09-28 22:48:37+00:00
363,@FoxNews,0.0,0.0,0.0,1.0,69,2018-09-28 22:48:37+00:00
364,@FoxNews,0.0,0.0,0.0,1.0,70,2018-09-28 22:48:37+00:00
365,@FoxNews,-0.7003,0.0,0.244,0.756,71,2018-09-28 22:48:36+00:00
366,@FoxNews,-0.6988,0.0,0.452,0.548,72,2018-09-28 22:48:36+00:00
367,@FoxNews,0.0,0.0,0.0,1.0,73,2018-09-28 22:48:36+00:00
368,@FoxNews,0.0772,0.145,0.13,0.725,74,2018-09-28 22:48:36+00:00
369,@FoxNews,0.0,0.0,0.0,1.0,75,2018-09-28 22:48:36+00:00
370,@FoxNews,0.7783,0.274,0.0,0.726,76,2018-09-28 22:48:35+00:00
371,@FoxNews,0.0,0.0,0.0,1.0,77,2018-09-28 22:48:35+00:00
372,@FoxNews,0.6808,0.237,0.0,0.763,78,2018-09-28 22:48:35+00:00
373,@FoxNews,0.0,0.0,0.0,1.0,79,2018-09-28 22:48:35+00:00
374,@FoxNews,-0.6092,0.092,0.233,0.674,80,2018-09-28 22:48:35+00:00
375,@FoxNews,0.0,0.0,0.0,1.0,81,2018-09-28 22:48:35+00:00
376,@FoxNews,0.0,0.0,0.0,1.0,82,2018-09-28 22:48:35+00:00
377,@FoxNews,0.0,0.0,0.0,1.0,83,2018-09-28 22:48:34+00:00
378,@FoxNews,0.4404,0.42,0.0,0.58,84,2018-09-28 22:48:34+00:00
379,@FoxNews,0.4019,0.13,0.0,0.87,85,2018-09-28 22:48:34+00:00
380,@FoxNews,0.0,0.0,0.0,1.0,86,2018-09-28 22:48:33+00:00
381,@FoxNews,-0.3182,0.111,0.199,0.69,87,2018-09-28 22:48:33+00:00
382,@FoxNews,0.0,0.0,0.0,1.0,88,2018-09-28 22:48:33+00:00
383,@FoxNews,0.296,0.306,0.0,0.694,89,2018-09-28 22:48:33+00:00
384,@FoxNews,-0.0772,0.0,0.115,0.885,90,2018-09-28 22:48:32+00:00
385,@FoxNews,0.1027,0.097,0.0,0.903,91,2018-09-28 22:48:32+00:00
386,@FoxNews,0.0,0.0,0.0,1.0,92,2018-09-28 22:48:32+00:00
387,@FoxNews,0.6486,0.261,0.0,0.739,93,2018-09-28 22:48:32+00:00
388,@FoxNews,0.0,0.0,0.0,1.0,94,2018-09-28 22:48:31+00:00
389,@FoxNews,0.0,0.0,0.0,1.0,95,2018-09-28 22:48:31+00:00
390,@FoxNews,0.0,0.0,0.0,1.0,96,2018-09-28 22:48:31+00:00
391,@FoxNews,0.3818,0.106,0.0,0.894,97,2018-09-28 22:48:30+00:00
392,@FoxNews,-0.2263,0.0,0.076,0.924,98,2018-09-28 22:48:29+00:00
393,@FoxNews,0.296,0.24,0.135,0.625,99,2018-09-28 22:48:29+00:00
394,@FoxNews,-0.7003,0.0,0.244,0.756,100,2018-09-28 22:48:29+00:00
395,@nytimes,0.2584,0.085,0.0,0.915,1,2018-09-28 22:48:28+00:00
396,@nytimes,-0.2263,0.0,0.083,0.917,2,2018-09-28 22:48:27+00:00
397,@nytimes,0.4019,0.114,0.0,0.886,3,2018-09-28 22:48:27+00:00
398,@nytimes,0.0,0.0,0.0,1.0,4,2018-09-28 22:48:26+00:00
399,@nytimes,0.0,0.0,0.0,1.0,5,2018-09-28 22:48:20+00:00
400,@nytimes,0.3182,0.113,0.0,0.887,6,2018-09-28 22:48:19+00:00
401,@nytimes,-0.765,0.0,0.306,0.694,7,2018-09-28 22:48:18+00:00
402,@nytimes,-0.3182,0.0,0.103,0.897,8,2018-09-28 22:48:08+00:00
403,@nytimes,0.0,0.0,0.0,1.0,9,2018-09-28 22:48:01+00:00
404,@nytimes,0.0,0.0,0.0,1.0,10,2018-09-28 22:48:00+00:00
405,@nytimes,0.0,0.0,0.0,1.0,11,2018-09-28 22:47:59+00:00
406,@nytimes,0.2584,0.085,0.0,0.915,12,2018-09-28 22:47:53+00:00
407,@nytimes,0.0,0.0,0.0,1.0,13,2018-09-28 22:47:51+00:00
408,@nytimes,0.0,0.0,0.0,1.0,14,2018-09-28 22:47:51+00:00
409,@nytimes,0.0,0.0,0.0,1.0,15,2018-09-28 22:47:49+00:00
410,@nytimes,0.2584,0.085,0.0,0.915,16,2018-09-28 22:47:32+00:00
411,@nytimes,-0.6597,0.089,0.266,0.645,17,2018-09-28 22:47:28+00:00
412,@nytimes,0.4003,0.197,0.0,0.803,18,2018-09-28 22:47:26+00:00
413,@nytimes,0.2023,0.13,0.0,0.87,19,2018-09-28 22:47:25+00:00
414,@nytimes,0.0,0.0,0.0,1.0,20,2018-09-28 22:47:25+00:00
415,@nytimes,0.5719,0.222,0.0,0.778,21,2018-09-28 22:47:24+00:00
416,@nytimes,0.0,0.0,0.0,1.0,22,2018-09-28 22:47:24+00:00
417,@nytimes,0.2584,0.085,0.0,0.915,23,2018-09-28 22:47:23+00:00
418,@nytimes,0.0,0.0,0.0,1.0,24,2018-09-28 22:47:23+00:00
419,@nytimes,0.0,0.0,0.0,1.0,25,2018-09-28 22:47:21+00:00
420,@nytimes,0.2584,0.085,0.0,0.915,26,2018-09-28 22:47:20+00:00
421,@nytimes,0.2584,0.085,0.0,0.915,27,2018-09-28 22:47:17+00:00
422,@nytimes,0.5423,0.29,0.138,0.572,28,2018-09-28 22:47:16+00:00
423,@nytimes,-0.5423,0.138,0.296,0.566,29,2018-09-28 22:47:16+00:00
424,@nytimes,0.0,0.0,0.0,1.0,30,2018-09-28 22:47:05+00:00
425,@nytimes,0.0,0.0,0.0,1.0,31,2018-09-28 22:47:05+00:00
426,@nytimes,0.0,0.0,0.0,1.0,32,2018-09-28 22:47:03+00:00
427,@nytimes,0.0772,0.142,0.129,0.73,33,2018-09-28 22:47:02+00:00
428,@nytimes,0.2235,0.173,0.0,0.827,34,2018-09-28 22:47:00+00:00
429,@nytimes,0.0,0.0,0.0,1.0,35,2018-09-28 22:46:57+00:00
430,@nytimes,0.0,0.0,0.0,1.0,36,2018-09-28 22:46:56+00:00
431,@nytimes,0.2584,0.085,0.0,0.915,37,2018-09-28 22:46:55+00:00
432,@nytimes,0.0,0.0,0.0,1.0,38,2018-09-28 22:46:53+00:00
433,@nytimes,0.0,0.0,0.0,1.0,39,2018-09-28 22:46:46+00:00
434,@nytimes,0.0,0.0,0.0,1.0,40,2018-09-28 22:46:43+00:00
435,@nytimes,0.0,0.0,0.0,1.0,41,2018-09-28 22:46:39+00:00
436,@nytimes,0.3612,0.122,0.0,0.878,42,2018-09-28 22:46:39+00:00
437,@nytimes,0.1965,0.202,0.167,0.631,43,2018-09-28 22:46:38+00:00
438,@nytimes,-0.8591,0.0,0.333,0.667,44,2018-09-28 22:46:34+00:00
439,@nytimes,0.4588,0.5,0.0,0.5,45,2018-09-28 22:46:33+00:00
440,@nytimes,0.0,0.0,0.0,1.0,46,2018-09-28 22:46:22+00:00
441,@nytimes,0.2732,0.16,0.0,0.84,47,2018-09-28 22:46:21+00:00
442,@nytimes,-0.2732,0.0,0.13,0.87,48,2018-09-28 22:46:19+00:00
443,@nytimes,0.2584,0.085,0.0,0.915,49,2018-09-28 22:46:18+00:00
444,@nytimes,0.2584,0.085,0.0,0.915,50,2018-09-28 22:46:13+00:00
445,@nytimes,0.0,0.0,0.0,1.0,51,2018-09-28 22:46:10+00:00
446,@nytimes,0.0,0.0,0.0,1.0,52,2018-09-28 22:46:05+00:00
447,@nytimes,0.0,0.0,0.0,1.0,53,2018-09-28 22:46:04+00:00
448,@nytimes,0.0,0.0,0.0,1.0,54,2018-09-28 22:46:04+00:00
449,@nytimes,0.0516,0.267,0.294,0.438,55,2018-09-28 22:46:00+00:00
450,@nytimes,0.0,0.0,0.0,1.0,56,2018-09-28 22:45:58+00:00
451,@nytimes,0.0,0.0,0.0,1.0,57,2018-09-28 22:45:58+00:00
452,@nytimes,-0.5267,0.0,0.18,0.82,58,2018-09-28 22:45:57+00:00
453,@nytimes,0.0,0.0,0.0,1.0,59,2018-09-28 22:45:56+00:00
454,@nytimes,0.2584,0.088,0.0,0.912,60,2018-09-28 22:45:55+00:00
455,@nytimes,0.0,0.0,0.0,1.0,61,2018-09-28 22:45:55+00:00
456,@nytimes,0.0,0.0,0.0,1.0,62,2018-09-28 22:45:53+00:00
457,@nytimes,0.296,0.115,0.0,0.885,63,2018-09-28 22:45:51+00:00
458,@nytimes,0.0,0.0,0.0,1.0,64,2018-09-28 22:45:50+00:00
459,@nytimes,0.2584,0.085,0.0,0.915,65,2018-09-28 22:45:49+00:00
460,@nytimes,0.4588,0.167,0.0,0.833,66,2018-09-28 22:45:45+00:00
461,@nytimes,0.0,0.0,0.0,1.0,67,2018-09-28 22:45:43+00:00
462,@nytimes,0.0,0.0,0.0,1.0,68,2018-09-28 22:45:35+00:00
463,@nytimes,0.2584,0.085,0.0,0.915,69,2018-09-28 22:45:29+00:00
464,@nytimes,0.2584,0.085,0.0,0.915,70,2018-09-28 22:45:28+00:00
465,@nytimes,0.0,0.0,0.0,1.0,71,2018-09-28 22:45:27+00:00
466,@nytimes,0.0,0.0,0.0,1.0,72,2018-09-28 22:45:24+00:00
467,@nytimes,0.2584,0.085,0.0,0.915,73,2018-09-28 22:45:23+00:00
468,@nytimes,0.0,0.0,0.0,1.0,74,2018-09-28 22:45:21+00:00
469,@nytimes,0.5423,0.29,0.138,0.572,75,2018-09-28 22:45:16+00:00
470,@nytimes,0.296,0.095,0.0,0.905,76,2018-09-28 22:45:15+00:00
471,@nytimes,0.2584,0.085,0.0,0.915,77,2018-09-28 22:45:14+00:00
472,@nytimes,-0.296,0.0,0.145,0.855,78,2018-09-28 22:45:14+00:00
473,@nytimes,0.0,0.0,0.0,1.0,79,2018-09-28 22:45:14+00:00
474,@nytimes,0.0,0.0,0.0,1.0,80,2018-09-28 22:45:10+00:00
475,@nytimes,0.0,0.0,0.0,1.0,81,2018-09-28 22:45:09+00:00
476,@nytimes,0.5719,0.222,0.0,0.778,82,2018-09-28 22:45:08+00:00
477,@nytimes,0.0,0.0,0.0,1.0,83,2018-09-28 22:45:04+00:00
478,@nytimes,0.0,0.0,0.0,1.0,84,2018-09-28 22:45:02+00:00
479,@nytimes,0.0,0.0,0.0,1.0,85,2018-09-28 22:45:00+00:00
480,@nytimes,0.0,0.0,0.0,1.0,86,2018-09-28 22:44:59+00:00
481,@nytimes,0.2263,0.132,0.099,0.769,87,2018-09-28 22:44:59+00:00
482,@nytimes,-0.0516,0.0,0.05,0.95,88,2018-09-28 22:44:59+00:00
483,@nytimes,-0.5267,0.0,0.18,0.82,89,2018-09-28 22:44:55+00:00
484,@nytimes,-0.5267,0.0,0.18,0.82,90,2018-09-28 22:44:55+00:00
485,@nytimes,0.0,0.0,0.0,1.0,91,2018-09-28 22:44:49+00:00
486,@nytimes,-0.8689,0.084,0.377,0.539,92,2018-09-28 22:44:49+00:00
487,@nytimes,-0.8591,0.0,0.333,0.667,93,2018-09-28 22:44:48+00:00
488,@nytimes,-0.6908,0.044,0.233,0.723,94,2018-09-28 22:44:40+00:00
489,@nytimes,-0.7096,0.0,0.269,0.731,95,2018-09-28 22:44:39+00:00
490,@nytimes,0.6597,0.242,0.061,0.697,96,2018-09-28 22:44:39+00:00
491,@nytimes,0.3612,0.122,0.0,0.878,97,2018-09-28 22:44:38+00:00
492,@nytimes,0.8356,0.397,0.0,0.603,98,2018-09-28 22:44:37+00:00
493,@nytimes,-0.4588,0.0,0.364,0.636,99,2018-09-28 22:44:34+00:00
494,@nytimes,0.2584,0.085,0.0,0.915,100,2018-09-28 22:44:31+00:00
